"typeID";"groupID";"typeName";"description";"graphicID";"radius";"mass";"volume";"capacity";"portionSize";"raceID";"basePrice";"published";"marketGroupID";"chanceOfDuplicating"
"246";"86";"Multifrequency S";"Randomly cycles the laser through the entire spectrum. Vastly reduced range. Vastly increased thermal damage.";"1.131";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"102";"0,07"
"247";"86";"Radio M";"Modulates the beam of a laser weapon into the radio frequencies. Greatly improved range.";"1.145";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"103";"0,07"
"248";"86";"Microwave M";"Modulates the beam of a laser weapon into the microwave frequencies. Improved range.";"1.143";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"false";"103";"0,07"
"249";"86";"Infrared M";"Modulates the beam of a laser weapon into the infrared frequencies. Slightly improved range.";"1.144";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"103";"0,07"
"250";"86";"Standard M";"Modulates the beam of a laser weapon into the visible light spectrum";"1.142";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"103";"0,07"
"251";"86";"Ultraviolet M";"Modulates the beam of a laser weapon into the ultraviolet frequencies. Slightly reduced range. Slightly increased damage.";"1.141";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"103";"0,07"
"252";"86";"Xray M";"Modulates the beam of a laser weapon into the xray frequencies. Reduced range. Increased damage.";"1.140";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"103";"0,07"
"253";"86";"Gamma M";"Modulates the beam of a laser weapon into the gamma frequencies. Greatly reduced range. Greatly increased damage.";"1.139";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"103";"0,07"
"254";"86";"Multifrequency M";"Randomly cycles the laser through the entire spectrum. Vastly reduced range. Vastly increased damage.";"1.131";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"103";"0,07"
"255";"86";"Radio L";"Modulates the beam of a laser weapon into the radio frequencies. Greatly improved range.";"1.145";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"105";"0,07"
"256";"86";"Microwave L";"Modulates the beam of a laser weapon into the microwave frequencies. Improved range.";"1.143";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"false";"105";"0,07"
"257";"86";"Infrared L";"Modulates the beam of a laser weapon into the infrared frequencies. Slightly improved range.";"1.144";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"105";"0,07"
"258";"86";"Standard L";"Modulates the beam of a laser weapon into the visible light spectrum.";"1.142";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"105";"0,07"
"259";"86";"Ultraviolet L";"Modulates the beam of a laser weapon into the ultraviolet frequencies. Slightly reduced range. Slightly increased damage.";"1.141";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"105";"0,07"
"260";"86";"Xray L";"Modulates the beam of a laser weapon into the xray frequencies. Reduced range. Increased damage.";"1.140";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"105";"0,07"
"261";"86";"Gamma L";"Modulates the beam of a laser weapon into the gamma frequencies. Greatly reduced range. Greatly increased damage.";"1.139";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"105";"0,07"
"262";"86";"Multifrequency L";"Randomly cycles the laser through the entire spectrum. Vastly reduced range. Vastly increased damage.";"1.131";"1,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"105";"0,07"
"263";"87";"Cap Booster 25";"Provides a quick injection of power into your capacitor. Good for tight situations!";"1.033";"0,00";"2,50";"1,25";"100,00";"10";"";"0,00";"true";"139";"0,07"
"264";"87";"Cap Booster 50";"Provides a quick injection of power into your capacitor. Good for tight situations!";"1.033";"0,00";"5,00";"2,50";"100,00";"10";"";"0,00";"false";"139";"0,07"
"265";"88";"Defender I";"Defensive missile used to destroy incoming missiles.";"192";"25,00";"10,00";"0,03";"0,00";"100";"";"0,00";"true";"116";"0,07"
"266";"387";"Thorn Rocket";"A small rocket with a piercing warhead.";"1.350";"300,00";"100,00";"0,01";"0,00";"100";"";"240,00";"true";"922";"0,07"
"267";"89";"Juggernaut Torpedo";"An ultra-heavy piercing missile. Slow and dumb but its sheer damage potential is simply staggering.";"1.346";"300,00";"1.500,00";"0,20";"0,00";"100";"";"30.000,00";"true";"923";"0,07"
"268";"90";"Bomb";"";"0";"500,00";"10,00";"10,00";"0,00";"1";"";"0,00";"true";"";"0,07"
"269";"394";"Seeker F.O.F. Light Missile I";"An Amarr light missile with an EMP warhead and automatic guidance system.";"1.336";"300,00";"700,00";"0,03";"0,00";"100";"4";"0,00";"false";"914";"0,07"
"270";"92";"Python Mine";"Standard mine with nuclear payload.";"1.007";"300,00";"1,00";"0,15";"0,00";"10";"";"0,00";"true";"";"0,07"
"377";"38";"Small Shield Extender I";"Increases the maximum strength of the shield.";"1.044";"0,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"605";"0,07"
"380";"38";"Small Shield Extender II";"Increases the maximum strength of the shield.";"1.044";"0,00";"0,00";"5,00";"0,00";"1";"";"0,00";"false";"605";"0,06"
"393";"39";"Shield Recharger I";"Improves the recharge rate of the shield.";"83";"1.000,00";"0,00";"5,00";"1,00";"1";"";"0,00";"true";"126";"0,07"
"394";"39";"Shield Recharger II";"Improves the recharge rate of the shield.";"83";"1.000,00";"0,00";"5,00";"1,00";"1";"";"0,00";"false";"126";"0,06"
"399";"40";"Small Shield Booster I";"Expends energy to provide a quick boost in shield strength.";"84";"500,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"609";"0,07"
"400";"40";"Small Shield Booster II";"Expends energy to provide a quick boost in shield strength.";"84";"500,00";"0,00";"5,00";"0,00";"1";"";"0,00";"false";"609";"0,06"
"405";"41";"Micro Shield Transporter I";"Transfers shield power over to the target ship, aiding in its defense.";"86";"0,00";"0,00";"2,50";"0,00";"1";"";"1.998,00";"true";"604";"0,07"
"406";"41";"Micro Shield Transporter II";"Transfers shield power over to the target ship, aiding in its defense.";"86";"0,00";"0,00";"2,50";"0,00";"1";"";"35.736,00";"false";"604";"0,06"
"421";"43";"Basic Capacitor Recharger";"Increases the capacitor recharge rate.";"1.032";"0,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"665";"0,07"
"434";"46";"1MN MicroWarpdrive I";"Massive boost to speed for a very short time. The thrust that boosts the ship, and the corresponding maximum velocity bonus, are limited by the mass of the ship that uses this module. The sheer amount of energy needed to power this system means that it must use part of the capacitor output and the shield just to maintain the integrity of its warp containment field.

Penalty: 25% penalty to max capacitor.

Note: Frigate class module";"96";"0,00";"0,00";"10,00";"0,00";"1";"";"0,00";"true";"131";"0,07"
"438";"46";"1MN Afterburner II";"Gives a boost to the maximum velocity of the ship when activated. The thrust that boosts the ship, and the corresponding maximum velocity bonus, are limited by the mass of the ship that uses this module.

Note: Frigate class module";"96";"0,00";"0,00";"5,00";"0,00";"1";"";"0,00";"false";"542";"0,06"
"439";"46";"1MN Afterburner I";"Gives a boost to the maximum velocity of the ship when activated. The thrust that boosts the ship, and the corresponding maximum velocity bonus, are limited by the mass of the ship that uses this module.

Note: Frigate class module";"96";"0,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"542";"0,07"
"440";"46";"1MN MicroWarpdrive II";"Massive boost to speed for a very short time. The thrust that boosts the ship, and the corresponding maximum velocity bonus, are limited by the mass of the ship that uses this module. The sheer amount of energy needed to power this system means that it must use part of the capacitor output and the shield just to maintain the integrity of its warp containment field. 

Penalty: 25% penalty to max capacitor.

Note: Frigate class module";"96";"0,00";"0,00";"10,00";"0,00";"1";"";"0,00";"false";"131";"0,06"
"442";"47";"Cargo Scanner I";"Scans the cargo hold of another ship.";"106";"0,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"711";"0,07"
"443";"48";"Ship Scanner I";"Scans the target ship and provides a tactical analysis of its capabilities.";"107";"0,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"713";"0,07"
"444";"49";"Survey Scanner I";"Scans the ore make-up of an asteroid.";"2.732";"0,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"714";"0,07"
"447";"52";"Warp Scrambler I";"Disrupts the target ship's navigation computer which prevents it from warping.";"111";"0,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"682";"0,07"
"448";"52";"Warp Scrambler II";"Disrupts the target ship's navigation computer which prevents it from warping.";"111";"0,00";"0,00";"5,00";"0,00";"1";"";"0,00";"false";"682";"0,06"
"450";"53";"Gatling Pulse Laser I";"Rapid fire multi-barreled energy weapon that delivers a steady stream of damage. Can fit with frequency crystals to vary damage and range.";"350";"0,00";"1,00";"5,00";"1,00";"1";"";"0,00";"true";"570";"0,07"
"451";"53";"Dual Light Pulse Laser I";"This light pulse laser uses two separate laser focusing systems to reduce the cool down period between shots. Good skirmish weapon. Can fit with frequency crystals to vary damage and range.";"351";"0,00";"1,00";"5,00";"1,00";"1";"";"0,00";"true";"570";"0,07"
"452";"53";"Dual Light Beam Laser I";"This light beam laser uses two separate laser focusing systems to reduce the cool down period between shots. Good short to medium range weapon. Can fit with frequency crystals to vary damage and range.";"352";"0,00";"1,00";"5,00";"1,00";"1";"";"0,00";"true";"567";"0,07"
"453";"53";"Medium Pulse Laser I";"A high-powered pulse laser. Good for short to medium range encounters. Can fit with frequency crystals to vary damage and range.";"353";"0,00";"1,00";"5,00";"1,00";"1";"";"0,00";"true";"570";"0,07"
"454";"53";"Medium Beam Laser I";"A high-powered beam laser. Good for medium range encounters. Can fit with frequency crystals to vary damage and range.";"354";"0,00";"1,00";"5,00";"1,00";"1";"";"0,00";"true";"567";"0,07"
"455";"53";"Quad Light Beam Laser I";"Uses four light laser focusing systems. Low powered, but makes up for it with a fast firing rate. Can fit with frequency crystals to vary damage and range.";"355";"0,00";"1,00";"10,00";"1,00";"1";"";"0,00";"true";"568";"0,07"
"456";"53";"Focused Medium Pulse Laser I";"A high-energy, concentrated laser designed for short to medium range engagements. Can fit with frequency crystals to vary damage and range.";"356";"0,00";"1,00";"10,00";"1,00";"1";"";"0,00";"true";"572";"0,07"
"457";"53";"Focused Medium Beam Laser I";"A high-energy, concentrated laser designed for medium range engagements. Can fit with frequency crystals to vary damage and range.";"357";"0,00";"1,00";"10,00";"1,00";"1";"";"0,00";"true";"568";"0,07"
"458";"53";"Heavy Pulse Laser I";"A heavy laser designed for short to medium range engagements. Delivers powerful damage. Can fit with frequency crystals to vary damage and range.";"358";"0,00";"1,00";"10,00";"1,00";"1";"";"0,00";"true";"572";"0,07"
"459";"53";"Heavy Beam Laser I";"A high-energy heavy laser designed for medium range engagements. Delivers powerful damage. Can fit with frequency crystals to vary damage and range.";"359";"0,00";"1,00";"10,00";"1,00";"1";"";"0,00";"true";"568";"0,07"
"460";"53";"Dual Heavy Pulse Laser I";"This heavy pulse laser uses two separate laser focusing systems to reduce the cool down period between shots. A great weapon for medium to long range encounters. Can fit with frequency crystals to vary damage and range.";"360";"0,00";"1,00";"20,00";"1,00";"1";"";"0,00";"true";"573";"0,07"
"461";"53";"Dual Heavy Beam Laser I";"This heavy beam laser uses two separate laser focusing systems to reduce the cool down period between shots. A great weapon for medium to long range encounters. Can fit with frequency crystals to vary damage and range.";"361";"0,00";"1,00";"20,00";"1,00";"1";"";"0,00";"true";"569";"0,07"
"462";"53";"Mega Pulse Laser I";"A super-heavy pulse laser designed for medium range engagements. Can fit with frequency crystals to vary damage and range.";"362";"0,00";"1,00";"20,00";"1,00";"1";"";"0,00";"true";"573";"0,07"
"463";"53";"Mega Beam Laser I";"A super-heavy beam laser designed for medium to long range engagements. Can fit with frequency crystals to vary damage and range.";"363";"0,00";"1,00";"20,00";"1,00";"1";"";"0,00";"true";"569";"0,07"
"464";"53";"Tachyon Beam Laser I";"An ultra-heavy beam laser designed for medium to long range engagements. Can fit with frequency crystals to vary damage and range.";"364";"0,00";"1,00";"20,00";"1,00";"1";"";"0,00";"true";"569";"0,07"
"482";"54";"Miner II";"Has an improved technology beam, making the extraction process more efficient. Useful for extracting all but the rarest ore.";"1.061";"25,00";"0,00";"5,00";"0,00";"1";"";"0,00";"false";"138";"0,06"
"483";"54";"Miner I";"Basic mining laser. Extracts common ore quickly, but has difficulty with the more rare types.";"1.061";"25,00";"0,00";"5,00";"0,00";"1";"";"0,00";"true";"138";"0,07"
"484";"55";"125mm Gatling AutoCannon I";"This multi-barrel autocannon is designed for skirmish warfare. Must be loaded with any of the following projectile ammo types: carbonized lead, depleted uranium, EMP, fusion, nuclear, phased plasma, photon, or titanium sabot.";"393";"2.000,00";"750,00";"5,00";"1,00";"1";"";"0,00";"true";"574";"0,07"
"485";"55";"150mm Light AutoCannon I";"A simple but effective close combat autocannon. Must be loaded with any of the following projectile ammo types: carbonized lead, depleted uranium, EMP, fusion, nuclear, phased plasma, photon, or titanium sabot.";"392";"20,00";"20,00";"5,00";"0,80";"1";"";"0,00";"true";"574";"0,07"
"486";"55";"200mm AutoCannon I";"A powerful autocannon that can smash apart most lightly armored frigates with ease. Must be loaded with any of the following projectile ammo types: carbonized lead, depleted uranium, EMP, fusion, nuclear, phased plasma, photon, or titanium sabot.";"391";"20,00";"15,00";"5,00";"0,40";"1";"";"0,00";"true";"574";"0,07"
"487";"55";"250mm Light Artillery Cannon I";"This artillery is one of the most powerful weapons that can be mounted on a frigate. Must be loaded with any of the following projectile ammo types: carbonized lead, depleted uranium, EMP, fusion, nuclear, phased plasma, photon, or titanium sabot.";"390";"20,00";"4,00";"5,00";"0,20";"1";"";"0,00";"true";"577";"0,07"
"488";"55";"280mm Howitzer Artillery I";"Rocket-assisted artillery projectiles designed for longe-range combat. It is the most powerful projectile weapon able to be fitted onto frigates. Must be loaded with any of the following projectile ammo types: carbonized lead, depleted uranium, EMP, fusion, nuclear, phased plasma, photon, or titanium sabot.";"389";"20,00";"5,00";"5,00";"0,10";"1";"";"0,00";"true";"577";"0,07"
