"regionID";"constellationID";"solarSystemID";"solarSystemName";"x";"y";"z";"xMin";"xMax";"yMin";"yMax";"zMin";"zMax";"luminosity";"border";"fringe";"corridor";"hub";"international";"regional";"constellation";"security";"factionID";"radius";"sunTypeID";"securityClass";"allianceID"
"10.000.001";"20.000.009";"30.000.063";"Orva";"-58.831.333.756.248.500,00";"65.071.791.530.294.200,00";"58.535.541.425.382.300,00";"-58.837.113.158.115.100,00";"-58.830.206.256.882.500,00";"65.071.519.567.848.000,00";"65.071.844.742.488.500,00";"58.535.331.754.139.500,00";"58.537.822.179.314.000,00";"0,50";"false";"false";"false";"true";"false";"false";"false";"0,51";"";"3.453.450.616.288,00";"3.797";"B1";""
"10.000.001";"20.000.009";"30.000.064";"Zet";"-61.899.112.908.873.600,00";"63.390.250.691.681.100,00";"57.778.987.238.062.200,00";"-61.901.289.718.657.800,00";"-61.897.185.418.720.300,00";"63.389.901.266.880.900,00";"63.390.648.038.800.400,00";"57.777.836.193.887.200,00";"57.785.121.393.701.400,00";"0,14";"true";"false";"false";"true";"false";"false";"true";"0,57";"";"3.642.599.907.084,00";"7";"B1";""
"10.000.001";"20.000.009";"30.000.065";"Akhrad";"-55.467.810.092.119.800,00";"75.041.947.502.068.000,00";"65.667.847.016.388.000,00";"-55.468.243.422.207.300,00";"-55.462.055.555.503.500,00";"75.041.723.516.595.000,00";"75.041.964.377.703.400,00";"65.665.232.625.321.200,00";"65.669.439.446.057.400,00";"0,33";"true";"false";"false";"true";"false";"false";"true";"0,36";"";"3.093.933.351.904,00";"6";"B2";""
"10.000.001";"20.000.009";"30.000.066";"Pirohdim";"-66.053.705.321.788.100,00";"60.016.694.152.712.500,00";"60.830.334.913.800.000,00";"-66.058.146.159.092.100,00";"-66.050.526.460.405.300,00";"60.016.268.634.498.700,00";"60.017.285.084.022.500,00";"60.821.555.616.788.000,00";"60.835.324.498.204.800,00";"0,63";"false";"false";"true";"false";"false";"false";"false";"0,63";"";"6.884.440.708.384,00";"3.802";"B1";""
"10.000.001";"20.000.009";"30.000.067";"Sharir";"-60.941.548.092.406.900,00";"77.995.677.851.633.700,00";"65.672.158.117.746.600,00";"-60.941.811.070.028.300,00";"-60.939.530.306.288.700,00";"77.995.661.223.504.500,00";"77.995.805.925.191.400,00";"65.666.796.126.326.000,00";"65.673.446.138.619.800,00";"0,55";"false";"false";"true";"false";"false";"false";"false";"0,40";"";"3.325.006.146.924,00";"3.797";"B2";""
"10.000.001";"20.000.009";"30.000.068";"Usroh";"-83.511.864.320.234.100,00";"78.631.957.879.831.900,00";"63.739.762.008.452.600,00";"-83.514.564.213.295.200,00";"-83.511.709.728.314.200,00";"78.631.871.690.628.100,00";"78.631.962.816.650.600,00";"63.739.393.593.247.100,00";"63.740.849.172.333.900,00";"0,03";"false";"false";"true";"false";"false";"false";"false";"0,60";"";"1.427.242.490.504,00";"8";"B1";""
"10.000.001";"20.000.009";"30.000.069";"Thiarer";"-60.038.254.601.218.400,00";"56.960.319.635.112.800,00";"61.574.404.562.871.800,00";"-60.038.544.702.883.700,00";"-60.035.683.441.380.800,00";"56.960.262.958.223.000,00";"56.960.821.917.952.500,00";"61.573.138.075.303.200,00";"61.575.215.935.533.900,00";"0,09";"false";"false";"false";"true";"false";"false";"false";"0,54";"";"1.430.630.751.424,00";"3.798";"B1";""
"10.000.001";"20.000.010";"30.000.070";"Gomati";"-102.466.093.278.155.000,00";"61.739.122.987.126.600,00";"92.805.341.321.059.900,00";"-102.466.997.652.635.000,00";"-102.463.095.995.085.000,00";"61.739.017.136.700.600,00";"61.739.154.925.911.100,00";"92.804.809.802.176.800,00";"92.806.464.554.255.900,00";"0,02";"true";"false";"false";"true";"false";"false";"true";"0,39";"";"1.950.828.774.872,00";"7";"B2";""
"10.000.001";"20.000.010";"30.000.071";"Jangar";"-103.711.104.103.329.000,00";"71.636.002.389.670.500,00";"81.696.206.367.769.200,00";"-103.712.212.483.082.000,00";"-103.709.545.781.841.000,00";"71.635.753.963.322.000,00";"71.636.179.085.631.000,00";"81.696.120.703.662.500,00";"81.697.887.220.957.300,00";"0,11";"false";"true";"false";"false";"false";"false";"false";"0,53";"";"1.333.350.620.600,00";"3.799";"B1";""
"10.000.001";"20.000.010";"30.000.072";"Nakah";"-115.776.531.141.552.000,00";"81.776.967.342.702.300,00";"98.226.669.274.008.700,00";"-115.777.068.819.748.000,00";"-115.775.777.870.922.000,00";"81.776.881.347.379.200,00";"81.777.028.727.878.900,00";"98.226.252.395.296.400,00";"98.226.992.974.939.800,00";"0,02";"true";"false";"false";"true";"true";"true";"true";"0,36";"";"645.474.412.840,00";"3.799";"B2";""
"10.000.001";"20.000.010";"30.000.073";"Irshah";"-95.323.443.986.144.400,00";"60.897.202.373.633.300,00";"89.454.401.512.341.100,00";"-95.328.810.084.356.600,00";"-95.321.785.394.405.300,00";"60.896.928.689.934.600,00";"60.898.087.836.883.600,00";"89.450.267.821.138.400,00";"89.456.251.865.351.300,00";"0,15";"true";"false";"false";"true";"false";"false";"true";"0,43";"";"3.512.344.975.656,00";"7";"B2";""
"10.000.001";"20.000.010";"30.000.074";"Hasateem";"-109.124.883.950.156.000,00";"68.647.473.524.096.800,00";"91.822.983.992.110.500,00";"-109.128.258.957.788.000,00";"-109.124.080.116.432.000,00";"68.647.463.532.210.800,00";"68.647.515.508.100.700,00";"91.820.936.827.815.100,00";"91.823.816.080.581.700,00";"0,01";"false";"false";"false";"true";"false";"false";"false";"0,43";"";"2.089.420.678.352,00";"3.800";"B2";""
"10.000.001";"20.000.010";"30.000.075";"Assah";"-115.655.018.402.866.000,00";"74.112.145.986.631.700,00";"103.188.394.071.440.000,00";"-115.656.681.042.200.000,00";"-115.652.666.421.537.000,00";"74.111.887.391.617.600,00";"74.112.327.438.753.700,00";"103.183.531.561.316.000,00";"103.188.893.916.710.000,00";"0,32";"true";"false";"false";"true";"false";"true";"true";"0,30";"";"2.681.177.697.144,00";"6";"B2";""
"10.000.001";"20.000.011";"30.000.076";"Tidacha";"-96.666.131.425.390.900,00";"65.065.656.728.686.000,00";"56.208.771.481.079.200,00";"-96.666.548.115.730.000,00";"-96.662.132.175.917.400,00";"65.065.442.897.209.800,00";"65.065.679.289.751.600,00";"56.208.150.368.083.200,00";"56.210.554.611.892.400,00";"0,20";"true";"false";"false";"true";"false";"false";"true";"0,82";"";"2.207.969.906.304,00";"3.798";"B";""
"10.000.001";"20.000.011";"30.000.077";"Odlib";"-100.580.464.528.326.000,00";"61.711.747.519.974.400,00";"55.983.784.947.667.700,00";"-100.581.029.908.479.000,00";"-100.578.598.711.729.000,00";"61.711.563.051.008.200,00";"61.711.803.418.018.500,00";"55.980.149.383.841.600,00";"55.985.210.254.675.600,00";"0,30";"false";"false";"false";"true";"false";"false";"false";"0,82";"";"2.530.435.416.980,00";"3.799";"B";""
"10.000.001";"20.000.011";"30.000.078";"Jofan";"-107.343.994.369.715.000,00";"60.153.248.576.634.800,00";"55.559.557.102.143.300,00";"-107.347.690.498.255.000,00";"-107.343.608.068.300.000,00";"60.153.243.763.592.900,00";"60.153.294.582.452.800,00";"55.553.592.651.025.700,00";"55.560.560.729.688.000,00";"0,50";"false";"false";"true";"false";"false";"false";"false";"0,78";"";"3.484.039.331.156,00";"3.797";"B";""
"10.000.001";"20.000.011";"30.000.079";"Milu";"-96.066.093.767.465.800,00";"68.304.706.530.540.300,00";"60.042.819.513.443.600,00";"-96.068.089.590.003.900,00";"-96.065.426.214.635.800,00";"68.304.685.640.349.600,00";"68.304.768.978.757.200,00";"60.041.278.162.926.500,00";"60.045.296.263.308.600,00";"0,01";"false";"true";"false";"false";"false";"false";"false";"0,77";"";"2.009.050.191.076,00";"3.800";"B";""
"10.000.001";"20.000.011";"30.000.080";"Yadi";"-107.977.718.946.196.000,00";"61.286.366.636.039.900,00";"60.141.607.008.473.500,00";"-107.978.277.359.013.000,00";"-107.972.629.880.948.000,00";"61.286.305.258.891.700,00";"61.286.925.978.563.700,00";"60.141.154.132.607.600,00";"60.144.468.362.237.100,00";"0,21";"false";"false";"false";"true";"false";"false";"false";"0,75";"";"2.823.739.032.304,00";"3.798";"B";""
"10.000.001";"20.000.011";"30.000.081";"Buftiar";"-112.289.887.271.664.000,00";"65.924.024.970.737.400,00";"57.819.372.548.905.600,00";"-112.294.657.881.129.000,00";"-112.289.445.532.104.000,00";"65.923.210.401.056.400,00";"65.924.100.682.792.400,00";"57.819.364.971.024.000,00";"57.825.419.582.159.100,00";"0,38";"false";"true";"false";"false";"false";"false";"false";"0,71";"";"3.027.305.567.524,00";"7";"B1";""
"10.000.001";"20.000.012";"30.000.082";"Jarizza";"-99.552.082.879.405.000,00";"48.386.295.721.765.900,00";"65.266.532.013.842.400,00";"-99.553.253.805.770.800,00";"-99.546.309.584.132.800,00";"48.386.242.166.173.200,00";"48.386.560.247.828.400,00";"65.264.456.976.500.500,00";"65.269.682.071.507.600,00";"0,32";"false";"false";"false";"true";"false";"false";"false";"0,77";"";"3.472.110.818.984,00";"6";"B";""
"10.000.001";"20.000.012";"30.000.083";"Ejahi";"-106.306.688.887.847.000,00";"59.731.533.376.764.900,00";"65.513.066.698.408.900,00";"-106.308.117.314.636.000,00";"-106.306.529.121.288.000,00";"59.731.362.307.084.400,00";"59.731.552.525.790.700,00";"65.512.609.626.597.100,00";"65.513.336.182.202.500,00";"0,02";"false";"false";"true";"false";"false";"false";"false";"0,73";"";"794.096.674.264,00";"3.802";"B1";""
"10.000.001";"20.000.012";"30.000.084";"Asghatil";"-95.555.831.489.462.900,00";"43.353.413.865.686.400,00";"61.405.745.587.947.700,00";"-95.557.462.264.742.900,00";"-95.555.473.064.924.900,00";"43.353.331.087.546.200,00";"43.353.432.218.139.000,00";"61.405.340.824.995.900,00";"61.406.535.880.195.600,00";"0,04";"true";"false";"false";"true";"false";"false";"true";"0,79";"";"994.599.909.008,00";"3.802";"B";""
"10.000.001";"20.000.012";"30.000.085";"Bar";"-98.443.107.172.810.700,00";"54.154.223.688.939.600,00";"74.272.136.309.516.700,00";"-98.446.799.808.331.200,00";"-98.441.858.044.869.800,00";"54.153.778.487.085.600,00";"54.154.374.323.658.400,00";"74.271.014.181.810.500,00";"74.277.655.340.908.300,00";"0,28";"true";"false";"false";"true";"false";"false";"true";"0,67";"";"3.320.579.548.912,00";"3.802";"B1";""
"10.000.001";"20.000.012";"30.000.086";"Sucha";"-106.276.091.837.530.000,00";"52.625.499.381.688.000,00";"72.085.421.990.848.500,00";"-106.277.956.580.215.000,00";"-106.272.538.208.504.000,00";"52.625.324.591.000.500,00";"52.625.832.881.391.800,00";"72.084.312.566.225.300,00";"72.090.595.395.285.600,00";"0,24";"false";"false";"true";"false";"false";"false";"false";"0,66";"";"3.141.414.530.152,00";"3.802";"B1";""
"10.000.001";"20.000.012";"30.000.087";"Gelhan";"-101.293.245.585.079.000,00";"62.616.846.009.737.900,00";"69.804.856.608.659.100,00";"-101.295.613.758.697.000,00";"-101.291.504.338.226.000,00";"62.616.583.469.941.400,00";"62.617.203.074.694.600,00";"69.803.294.278.342.600,00";"69.809.515.910.126.100,00";"0,58";"false";"false";"true";"false";"false";"false";"false";"0,70";"";"3.110.815.891.780,00";"3.799";"B1";""
"10.000.001";"20.000.012";"30.000.088";"Akeva";"-94.709.472.495.039.200,00";"62.114.404.413.655.000,00";"73.801.409.628.830.400,00";"-94.713.595.261.069.800,00";"-94.709.399.046.734.900,00";"62.114.402.549.716.400,00";"62.114.511.845.043.200,00";"73.798.875.807.100.400,00";"73.801.783.065.994.700,00";"0,03";"false";"true";"false";"false";"false";"false";"false";"0,66";"";"2.098.107.167.440,00";"3.800";"B1";""
"10.000.001";"20.000.013";"30.000.089";"Sosa";"-83.486.917.314.354.800,00";"71.188.199.613.808.600,00";"94.156.974.663.561.800,00";"-83.491.485.875.644.700,00";"-83.486.402.753.578.000,00";"71.188.149.240.784.200,00";"71.188.646.842.040.800,00";"94.154.735.513.377.900,00";"94.157.956.696.181.000,00";"0,45";"false";"false";"false";"true";"false";"false";"false";"0,30";"";"2.541.561.033.336,00";"3.797";"B2";""
"10.000.001";"20.000.013";"30.000.090";"Ilahed";"-81.795.663.334.184.200,00";"75.261.229.626.648.800,00";"90.706.702.954.643.100,00";"-81.796.931.876.414.800,00";"-81.792.147.328.723.300,00";"75.260.974.129.528.400,00";"75.261.320.921.791.700,00";"90.706.636.968.733.700,00";"90.710.403.094.238.000,00";"0,05";"true";"false";"false";"true";"false";"false";"true";"0,32";"";"2.392.273.845.744,00";"7";"B2";""
"10.000.001";"20.000.013";"30.000.091";"Eshwil";"-88.681.978.645.793.300,00";"82.300.286.639.161.000,00";"97.642.794.568.668.000,00";"-88.682.275.388.014.700,00";"-88.672.615.031.724.400,00";"82.300.282.743.804.400,00";"82.300.406.490.942.300,00";"97.638.438.602.346.300,00";"97.644.074.296.616.900,00";"1,11";"false";"true";"false";"false";"false";"false";"false";"0,22";"";"4.830.178.145.160,00";"8";"B3";""
"10.000.001";"20.000.013";"30.000.092";"Aranir";"-84.224.358.460.811.000,00";"66.954.736.263.958.700,00";"100.539.545.847.313.000,00";"-84.229.079.358.449.800,00";"-84.224.357.938.611.000,00";"66.954.439.825.573.300,00";"66.954.736.786.158.700,00";"100.539.151.477.507.000,00";"100.540.672.057.806.000,00";"1,71";"false";"false";"true";"false";"false";"false";"false";"0,24";"";"2.360.709.919.400,00";"3.796";"B3";""
"10.000.001";"20.000.013";"30.000.093";"Ishkad";"-84.112.961.361.626.200,00";"77.363.606.181.604.900,00";"86.139.083.467.917.500,00";"-84.113.776.874.788.800,00";"-84.111.730.819.249.400,00";"77.363.559.342.359.500,00";"77.363.637.220.158.100,00";"86.138.210.210.833.600,00";"86.140.951.177.325.800,00";"0,05";"false";"true";"false";"false";"false";"false";"false";"0,37";"";"1.370.483.246.112,00";"3.802";"B2";""
"10.000.001";"20.000.013";"30.000.094";"Hahyil";"-88.958.161.349.679.600,00";"68.462.213.202.648.900,00";"104.268.722.287.202.000,00";"-88.958.357.094.035.200,00";"-88.951.999.077.931.200,00";"68.462.189.613.255.200,00";"68.462.955.626.346.100,00";"104.266.623.136.533.000,00";"104.271.703.255.503.000,00";"0,22";"false";"true";"false";"false";"false";"false";"false";"0,21";"";"3.179.008.052.008,00";"3.798";"B3";""
"10.000.001";"20.000.014";"30.000.095";"Asilem";"-59.828.504.059.703.300,00";"66.629.552.609.130.800,00";"85.659.028.328.457.800,00";"-59.828.614.895.564.700,00";"-59.825.608.853.892.100,00";"66.629.542.423.766.000,00";"66.629.818.474.964.300,00";"85.656.803.347.524.500,00";"85.661.130.502.974.700,00";"0,01";"false";"false";"true";"false";"false";"false";"false";"0,28";"";"2.163.577.725.104,00";"3.800";"B2";""
"10.000.001";"20.000.014";"30.000.096";"Mahnagh";"-60.873.887.339.427.200,00";"59.027.758.123.983.700,00";"96.570.831.066.938.000,00";"-60.877.382.607.877.000,00";"-60.871.819.787.177.100,00";"59.027.630.869.997.500,00";"59.027.833.271.072.700,00";"96.570.198.226.844.900,00";"96.572.294.514.218.300,00";"0,44";"false";"true";"false";"false";"false";"false";"false";"0,21";"";"2.781.410.349.996,00";"3.803";"B3";""
"10.000.001";"20.000.014";"30.000.097";"Shach";"-60.517.246.678.774.800,00";"60.891.618.017.717.400,00";"83.890.696.854.372.800,00";"-60.518.731.966.976.500,00";"-60.516.399.291.830.300,00";"60.891.500.019.552.400,00";"60.891.824.843.086.100,00";"83.889.031.203.008.800,00";"83.893.201.639.752.300,00";"0,02";"false";"false";"false";"true";"false";"false";"false";"0,33";"";"2.085.218.371.768,00";"7";"B2";""
"10.000.001";"20.000.014";"30.000.098";"Kehrara";"-73.665.197.946.545.400,00";"71.700.983.084.175.800,00";"85.410.625.009.387.700,00";"-73.665.684.699.674.800,00";"-73.665.033.930.987.600,00";"71.700.959.864.301.200,00";"71.701.052.279.969.200,00";"85.410.028.442.692.000,00";"85.412.662.775.948.400,00";"0,09";"true";"false";"false";"true";"false";"false";"true";"0,36";"";"1.317.166.628.232,00";"3.802";"B2";""
"10.000.001";"20.000.014";"30.000.099";"Arena";"-68.548.626.619.899.300,00";"70.634.573.843.748.200,00";"76.325.081.413.372.100,00";"-68.552.056.939.203.300,00";"-68.542.554.721.496.600,00";"70.634.299.373.494.300,00";"70.635.059.668.626.000,00";"76.322.318.891.021.500,00";"76.329.545.740.262.800,00";"0,02";"false";"false";"false";"true";"false";"false";"false";"0,44";"";"4.751.108.853.364,00";"3.800";"B2";""
"10.000.001";"20.000.014";"30.000.100";"Timeor";"-56.617.016.616.469.500,00";"55.052.089.301.391.000,00";"82.173.112.784.626.400,00";"-56.621.775.279.947.300,00";"-56.613.800.555.309.200,00";"55.051.437.202.753.700,00";"55.052.530.007.903.600,00";"82.172.071.733.754.700,00";"82.175.982.156.721.900,00";"0,36";"true";"false";"true";"false";"false";"false";"true";"0,31";"";"3.987.362.319.056,00";"6";"B2";""
"10.000.001";"20.000.014";"30.000.101";"Uhtafal";"-73.016.369.800.946.600,00";"71.832.412.683.630.300,00";"73.973.081.225.141.700,00";"-73.024.923.366.758.000,00";"-73.016.259.155.042.000,00";"71.831.362.041.021.700,00";"71.832.426.275.340.500,00";"73.971.396.173.515.700,00";"73.974.672.317.417.000,00";"0,38";"false";"false";"false";"true";"false";"false";"false";"0,50";"";"4.332.105.858.008,00";"7";"B1";""
"10.000.001";"20.000.014";"30.000.102";"Dysa";"-61.365.930.431.327.900,00";"71.685.882.544.268.100,00";"89.973.109.429.664.400,00";"-61.366.364.049.839.600,00";"-61.363.597.484.252.600,00";"71.685.869.752.501.700,00";"71.685.951.375.691.500,00";"89.971.316.790.875.700,00";"89.973.234.054.515.800,00";"0,02";"false";"false";"false";"true";"false";"false";"false";"0,24";"";"1.383.282.793.528,00";"7";"B3";""
"10.000.001";"20.000.014";"30.000.103";"Serad";"-69.237.792.256.978.900,00";"68.408.660.502.674.000,00";"70.906.262.138.822.100,00";"-69.244.869.980.087.900,00";"-69.235.616.578.818.300,00";"68.408.591.075.083.300,00";"68.408.886.353.007.000,00";"70.902.246.394.290.400,00";"70.908.569.817.657.900,00";"1,16";"false";"false";"true";"false";"false";"false";"false";"0,53";"";"4.626.700.634.780,00";"3.797";"B1";""
"10.000.001";"20.000.014";"30.000.104";"Mahti";"-59.358.932.400.900.600,00";"75.993.899.779.582.600,00";"87.114.289.959.390.300,00";"-59.361.563.766.250.300,00";"-59.358.558.573.422.500,00";"75.993.897.225.632.800,00";"75.993.917.611.566.000,00";"87.109.746.409.836.200,00";"87.119.912.510.836.700,00";"1,45";"false";"true";"false";"false";"false";"false";"false";"0,23";"";"5.083.050.500.272,00";"10";"B3";""
"10.000.001";"20.000.014";"30.000.105";"Abha";"-77.433.814.344.717.100,00";"83.078.598.142.142.300,00";"72.003.290.355.774.000,00";"-77.435.959.441.659.100,00";"-77.433.386.128.231.800,00";"83.078.241.764.391.600,00";"83.078.669.285.243.800,00";"72.002.585.278.976.500,00";"72.004.733.679.884.200,00";"0,06";"true";"false";"true";"false";"false";"false";"true";"0,43";"";"1.286.656.713.648,00";"6";"B2";""
"10.000.001";"20.000.015";"30.000.106";"Shedoo";"-89.433.559.616.933.600,00";"46.900.373.173.162.200,00";"83.758.112.088.624.900,00";"-89.436.794.105.984.600,00";"-89.430.746.720.782.400,00";"46.900.060.409.555.800,00";"46.900.645.748.610.800,00";"83.754.539.139.462.000,00";"83.759.251.647.839.200,00";"0,10";"true";"false";"false";"true";"false";"false";"true";"0,51";"";"3.023.692.601.128,00";"3.802";"B1";""
"10.000.001";"20.000.015";"30.000.107";"Gamis";"-102.362.648.910.611.000,00";"40.596.126.609.599.000,00";"82.548.921.662.377.800,00";"-102.363.912.158.206.000,00";"-102.361.544.349.896.000,00";"40.596.102.495.014.800,00";"40.596.154.501.947.200,00";"82.548.090.082.874.500,00";"82.550.606.034.927.500,00";"0,18";"true";"false";"false";"true";"false";"false";"true";"0,47";"";"1.257.976.026.488,00";"3.803";"B1";""
"10.000.001";"20.000.015";"30.000.108";"Nieril";"-101.098.098.348.746.000,00";"32.921.861.844.933.800,00";"87.753.326.166.026.000,00";"-101.101.546.548.588.000,00";"-101.096.785.590.985.000,00";"32.921.706.156.739.100,00";"32.921.921.117.829.000,00";"87.750.619.849.575.600,00";"87.755.580.679.583.600,00";"0,07";"false";"false";"true";"false";"false";"false";"false";"0,35";"";"2.480.415.003.968,00";"8";"B2";""
"10.000.001";"20.000.015";"30.000.109";"Berta";"-85.372.244.434.263.200,00";"33.497.559.002.336.600,00";"78.714.012.881.177.900,00";"-85.374.748.115.229.500,00";"-85.372.139.171.825.500,00";"33.497.549.466.254.900,00";"33.497.782.904.869.600,00";"78.713.905.888.652.900,00";"78.714.665.610.269.300,00";"0,06";"true";"false";"false";"true";"false";"false";"true";"0,49";"";"1.304.471.702.000,00";"8";"B1";""
